-3.505,-32.93,-86.32,-118.7,449.8,553.1,543.5,542.0,560.2,559.5,564.5,559.2,560.0,551.3,531.0,488.9,414.7,271.8,-25.76
-3.923,-34.02,-88.05,-120.5,452.5,550.4,541.2,540.1,558.6,558.1,563.2,557.5,559.0,550.3,530.2,488.1,414.2,271.7,-25.83
-4.359,-35.11,-89.77,-122.4,454.1,513.7,490.8,535.6,480.2,478.7,499.8,495.7,553.6,545.1,525.6,484.3,411.2,270.2,-29.21
-4.803,-36.18,-91.45,-124.1,451.9,513.3,490.7,535.7,480.1,478.6,499.6,495.5,553.5,544.9,525.5,484.3,411.3,270.5,-29.29
-5.248,-37.2,-93.08,-125.8,452.7,513.2,490.4,535.4,479.8,478.2,499.3,495.1,553.3,544.8,525.5,484.4,411.7,271.0,-29.36
-5.684,-38.17,-94.61,-127.5,453.2,512.4,489.6,534.8,479.3,477.8,499.1,495.0,553.3,544.9,525.8,484.9,412.5,272.0,-29.43
-6.102,-39.07,-96.04,-129.0,453.3,511.1,488.5,534.0,478.8,477.5,498.9,495.0,553.5,545.3,526.4,485.8,413.7,273.1,-29.49
-6.49,-39.89,-97.33,-130.3,453.3,509.6,487.4,533.2,478.3,477.2,498.9,495.2,553.9,545.9,527.3,486.9,415.2,274.4,-29.56
-6.839,-40.6,-98.47,-131.5,453.4,508.3,486.4,532.7,478.3,477.5,499.6,496.2,555.2,547.7,529.4,489.5,418.2,277.1,-29.61
-7.141,-41.21,-99.44,-132.6,454.2,507.8,486.6,533.7,480.1,480.0,503.1,500.6,560.2,553.5,536.3,497.5,427.2,284.9,-29.65
-7.386,-41.7,-100.2,-133.4,455.1,507.4,486.9,534.8,481.9,482.5,506.6,505.1,565.2,559.2,542.8,504.8,435.3,291.2,-29.68
-7.569,-42.06,-100.8,-134.0,455.4,506.4,486.5,535.2,482.9,484.0,508.9,508.0,568.4,562.8,546.8,509.2,440.0,294.5,-29.71
-7.684,-42.28,-101.1,-134.4,455.7,505.5,486.3,535.6,483.8,485.4,510.8,510.4,570.9,565.7,550.0,512.8,443.9,297.5,-29.72
-7.728,-42.37,-101.3,-134.5,457.0,505.4,486.5,536.2,484.9,486.8,512.8,512.8,573.6,568.7,553.4,516.6,448.0,300.7,-29.73
-7.698,-42.24,-101.7,-135.7,469.0,512.5,492.1,541.2,489.2,490.9,517.0,517.2,578.0,573.3,558.1,521.6,452.9,304.3,-29.73
-7.623,-42.04,-103.2,-137.0,476.7,515.9,494.9,544.0,491.9,493.8,520.3,520.9,581.8,577.2,562.2,525.9,457.4,307.5,-29.71
-7.551,-42.1,-104.6,-137.3,473.8,516.0,496.3,546.0,494.2,496.3,523.3,524.3,585.2,580.9,566.1,530.2,461.8,310.8,-29.69
-7.499,-42.39,-105.1,-137.5,476.2,518.3,498.8,548.6,496.8,499.1,526.5,527.8,588.7,584.7,570.2,534.6,466.3,314.2,-29.66
-7.45,-42.62,-105.3,-137.6,478.1,520.6,501.3,551.4,499.6,502.0,529.8,531.5,592.4,588.6,574.4,539.0,470.9,317.5,-29.62
-7.361,-42.45,-105.2,-137.8,478.8,522.9,504.2,554.5,502.7,505.3,533.4,535.5,596.3,592.8,578.7,543.6,475.5,320.8,-29.57
-7.182,-41.74,-104.6,-137.8,477.6,524.7,507.1,557.9,506.2,508.9,537.4,539.7,600.5,597.1,583.2,548.2,480.0,323.9,-29.52
-6.872,-40.57,-103.3,-137.4,473.0,525.2,509.8,561.6,510.0,512.9,541.7,544.3,605.0,601.8,587.9,552.9,484.6,327.0,-29.47
-6.413,-38.96,-100.9,-136.3,462.3,522.1,510.7,564.6,513.7,517.1,546.5,549.5,610.1,607.0,593.1,558.2,489.5,330.3,-29.41
-5.818,-36.93,-97.24,-133.5,442.6,510.4,505.7,563.8,515.2,520.2,550.7,554.6,615.4,612.6,598.8,564.0,494.9,333.9,-29.37
-5.124,-34.58,-92.08,-128.3,413.9,483.3,486.0,550.0,506.8,515.4,548.4,554.3,616.6,614.9,601.9,567.6,498.6,336.5,-29.36
-4.385,-32.03,-85.82,-120.4,383.8,441.3,444.7,508.8,471.8,484.1,519.5,527.9,592.7,593.4,582.9,550.8,485.4,328.3,-29.43
-3.656,-29.44,-79.32,-111.6,368.5,409.4,406.1,460.8,424.2,432.6,462.5,467.2,527.5,525.9,514.6,484.5,429.0,291.1,-29.21
-2.985,-26.98,-73.61,-104.3,382.4,416.6,412.8,466.0,431.2,439.2,469.5,475.3,535.8,537.5,530.3,503.3,447.3,307.8,-28.68
-2.407,-24.77,-69.4,-100.2,417.9,452.0,450.2,507.1,471.4,480.9,515.6,524.6,586.6,589.1,581.2,551.3,487.5,332.2,-28.74
-1.941,-22.92,-66.9,-98.87,446.7,484.6,480.3,538.7,499.2,508.5,544.6,553.2,612.9,612.9,601.4,568.1,499.7,337.0,-28.76
-1.588,-21.48,-65.85,-99.27,466.3,507.2,499.8,557.6,513.7,521.1,555.8,562.2,619.5,617.3,603.9,569.1,499.2,335.2,-28.73
-1.339,-20.46,-65.78,-100.3,494.0,525.0,513.8,569.0,521.2,526.0,558.9,563.6,619.4,616.2,601.9,566.3,496.0,332.3,-28.68
-1.18,-19.83,-66.27,-101.3,510.3,539.2,523.1,575.2,524.3,527.3,558.9,562.6,617.6,613.8,599.0,563.1,492.5,329.6,-28.62
-1.088,-19.55,-66.98,-102.1,520.0,549.4,528.8,578.1,525.1,527.0,557.8,560.8,615.3,611.1,595.9,559.7,488.9,326.8,-28.57
-1.042,-19.84,-67.78,-102.7,524.0,556.3,532.0,579.2,525.0,526.1,556.3,558.9,612.9,608.3,592.8,556.2,485.2,323.9,-28.52
-1.019,-20.81,-68.61,-103.0,523.6,561.1,533.8,579.5,524.5,525.0,554.7,556.8,610.4,605.5,589.6,552.7,481.5,321.0,-28.48
-1.002,-22.11,-69.46,-103.3,520.2,564.4,534.9,579.5,523.8,523.8,553.1,554.6,607.8,602.6,586.4,549.2,477.6,318.0,-28.44
-0.9789,-23.26,-70.8,-103.6,515.3,566.9,535.6,579.2,523.0,522.5,551.3,552.4,605.2,599.7,583.1,545.5,473.7,314.9,-28.42
-0.9512,-23.91,-72.21,-104.1,507.4,569.1,536.3,579.0,522.3,521.2,549.5,550.2,602.7,596.9,580.0,542.0,470.0,311.9,-28.4
-0.9317,-24.07,-72.49,-104.0,486.7,562.9,531.5,575.0,518.9,518.3,546.5,547.2,599.9,594.0,576.9,538.6,466.3,309.1,-28.39
-0.936,-24.09,-72.53,-104.0,470.7,558.9,528.8,572.3,516.1,515.2,542.8,543.1,595.8,589.6,572.2,533.7,461.2,305.3,-28.39
-0.9659,-24.24,-72.75,-104.3,468.3,560.8,528.6,571.0,514.3,513.0,540.0,539.7,592.4,586.0,568.3,529.5,456.9,302.1,-28.4
-1.022,-24.51,-73.16,-104.7,460.5,559.6,527.4,569.6,512.6,511.0,537.5,536.8,589.5,582.8,564.9,525.7,452.9,299.1,-28.42
-1.105,-24.89,-73.76,-105.3,454.2,558.5,526.0,567.8,510.5,508.5,534.3,533.1,585.8,578.7,560.2,520.6,447.3,294.7,-28.45
-1.218,-25.39,-74.53,-106.2,448.7,556.4,523.6,564.8,506.8,504.2,528.8,526.6,579.1,571.1,551.7,510.9,436.8,286.0,-28.49
-1.361,-25.99,-75.47,-107.2,444.5,554.5,521.4,562.1,503.6,500.4,524.0,521.0,573.5,565.0,545.0,503.7,429.2,280.7,-28.54
-1.538,-26.7,-76.57,-108.3,441.8,553.3,519.9,560.2,501.4,497.9,520.7,517.3,570.1,561.4,541.3,499.8,425.3,278.3,-28.59
-1.749,-27.5,-77.81,-109.7,439.9,551.8,518.2,558.3,499.3,495.6,518.0,514.3,567.5,558.7,538.5,496.9,422.5,276.4,-28.65
-1.996,-28.38,-79.18,-111.1,438.3,549.8,516.4,556.4,497.3,493.5,515.4,511.5,565.2,556.2,536.0,494.2,419.9,274.7,-28.71
-2.279,-29.32,-80.66,-112.7,437.5,547.6,514.5,554.5,495.3,491.5,512.9,508.9,563.1,554.0,533.8,492.0,417.7,273.4,-28.78
